1.187300000000000000e+06,1.591072576107491532e+00,1.590104116874588414e+00,1.589770851933163254e+00,1.590848503463586416e+00,1.590700821445836466e+00,1.591629992866003374e+00,1.591254801877721059e+00,1.590596246378215506e+00,1.587072759262759813e+00,1.586132899581599531e+00,1.588095755074148574e+00,1.586192839676478172e+00,1.587096117764966063e+00,1.585089677202490055e+00,1.579296446417660205e+00,1.575517184741620946e+00,1.576968935577941489e+00,1.577859203316505532e+00,1.576388892528900243e+00,1.577571863515896622e+00,1.578437512934576903e+00,1.578168460502131776e+00,1.579648197984960367e+00,1.580609638953273999e+00,1.580695834921867826e+00,1.581339985428815931e+00,1.690106789938688348e+00,1.685707416548085869e+00,1.687730720760254322e+00,1.683902431891653562e+00
1.333000000000000000e+06,1.795317143046781583e+00,1.793270562415677727e+00,1.791938496488396426e+00,1.793163514071778541e+00,1.791824656681764383e+00,1.791663617105031969e+00,1.792165582076403529e+00,1.790862240375125314e+00,1.787665415199954699e+00,1.787854643992387471e+00,1.789607918671137332e+00,1.788090271719992908e+00,1.788749181631718255e+00,1.787229799046088363e+00,1.783333808457493896e+00,1.792231622384842460e+00,1.792168184884723514e+00,1.792162953951349946e+00,1.792484768485585134e+00,1.794361295332304485e+00,1.794758908745386572e+00,1.794512268274026656e+00,1.796235489686630826e+00,1.797528181921250523e+00,1.796828125718179292e+00,1.797187983478002904e+00,1.794833848674868060e+00,1.787184813401207162e+00,1.788419982752260440e+00,1.786659944314955561e+00
1.195100000000000000e+06,1.527181387863055351e+00,1.525456986637023338e+00,1.523877023583706247e+00,1.525609280929933531e+00,1.524435393574106401e+00,1.524934707309995918e+00,1.522965203339596174e+00,1.523029325021284741e+00,1.525331295105881946e+00,1.528460932784493576e+00,1.530564977612523414e+00,1.531217732966196898e+00,1.528298344684800858e+00,1.528525971920886795e+00,1.527838569911355027e+00,1.529761828877008067e+00,1.531883099259813807e+00,1.530731248164470371e+00,1.531169515805227421e+00,1.533245699062926626e+00,1.537088046404115893e+00,1.538424551834650877e+00,1.541005238988462089e+00,1.543874404432183489e+00,1.542163971967921654e+00,1.540810656388952982e+00,1.538728380907459448e+00,1.540041868510973133e+00,1.542496979350668651e+00,1.542099471174987135e+00
1.350000000000000000e+06,1.636798285442195633e+00,1.635129663242233855e+00,1.635715023460344142e+00,1.637163319935584616e+00,1.636834004267111231e+00,1.637954190383840380e+00,1.638115875376745079e+00,1.635943991456059621e+00,1.633314377977539200e+00,1.631342828146300494e+00,1.633191653997493553e+00,1.631850195590284214e+00,1.632091534407592581e+00,1.632159396440617360e+00,1.626057701989438886e+00,1.739642142021730065e+00,1.741086186630677268e+00,1.740953546042083966e+00,1.740288874344309011e+00,1.740487307137018380e+00,1.742497557013458431e+00,1.743783545102837396e+00,1.746386128993351772e+00,1.748450286874628778e+00,1.748872684529116039e+00,1.749584753591389097e+00,1.746505578334332176e+00,1.744020121012282987e+00,1.743214471032481949e+00,1.741181071350745402e+00
1.350140000000000000e+06,1.593551189106553245e+00,1.591533160713452633e+00,1.591909000966566623e+00,1.593020245107936717e+00,1.592651450092221532e+00,1.591679514838931775e+00,1.591869592211268891e+00,1.590734417379012999e+00,1.587975733228919717e+00,1.586661604126304859e+00,1.588804503555799386e+00,1.587390646788805482e+00,1.587179405629127737e+00,1.586579152024676587e+00,1.580303691085807039e+00,1.659091654343780364e+00,1.660251940943623161e+00,1.658967138349707104e+00,1.659409087203953082e+00,1.661095028434306009e+00,1.662178595044640828e+00,1.662507277259295924e+00,1.662675729180763895e+00,1.663847360485826821e+00,1.664275851830951058e+00,1.664863444388929858e+00,1.661451825247815650e+00,1.658157344190525961e+00,1.657628803866885825e+00,1.655352446442184267e+00
1.350080000000000000e+06,1.545277924689658411e+00,1.544406330156791629e+00,1.545162712546014783e+00,1.545037924464679469e+00,1.544316038133799696e+00,1.545835980640853036e+00,1.546765743656072889e+00,1.545943850776102302e+00,1.541784848969161903e+00,1.538522619694557392e+00,1.540679851586631122e+00,1.540743169903471710e+00,1.542314102333021353e+00,1.542239487592502956e+00,1.538067663824782327e+00,1.710608180245872578e+00,1.711050099281312908e+00,1.711252392707242942e+00,1.710884257598266123e+00,1.712477767649409621e+00,1.714970488684393723e+00,1.714426362311639140e+00,1.716983514706543090e+00,1.718283164395767004e+00,1.718811800270680035e+00,1.720133012445030252e+00,1.718824291483151079e+00,1.715688393475656381e+00,1.722987215753239987e+00,1.719138785877085684e+00
1.365000000000000000e+06,1.679363915285356113e+00,1.676618093191794889e+00,1.676343713202451680e+00,1.676904109947785049e+00,1.676436483863213089e+00,1.677514373303801598e+00,1.677482279955288647e+00,1.676880386510624099e+00,1.674780046648569609e+00,1.673470495807302338e+00,1.675625085673130732e+00,1.675686704893841750e+00,1.677878167638668927e+00,1.677599878423776003e+00,1.672171518215610053e+00,1.734668010448113140e+00,1.734259912570287776e+00,1.734137468116133673e+00,1.732557201838116567e+00,1.733717860473554806e+00,1.736302635123501137e+00,1.736240971357210006e+00,1.738788898825327722e+00,1.740585281343736357e+00,1.740911373180739741e+00,1.741694569264332859e+00,1.738189293761714049e+00,1.734198040928451201e+00,1.763128475468435985e+00,1.760694827082787572e+00
1.411300000000000000e+06,1.418146980061433027e+00,1.416035088520914309e+00,1.416088414472987500e+00,1.415743639330659276e+00,1.417600645650370028e+00,1.418077696886026473e+00,1.414361380303809090e+00,1.409458542072757226e+00,1.409529171423419047e+00,1.410959762575154208e+00,1.412228201426411367e+00,1.411532693709625530e+00,1.410628729029972384e+00,1.410477064096777644e+00,1.408570939138394706e+00,1.407609699742637277e+00,1.405863378228953131e+00,1.403650074235293754e+00,1.402246776552359853e+00,1.402982896284622916e+00,1.405949009277424055e+00,1.407216241032896331e+00,1.406963475846434664e+00,1.406175055926188300e+00,1.406359556272097189e+00,1.405895351629299350e+00,1.404295697601405157e+00,1.400552645417332709e+00,1.399648179452822605e+00,1.400426890319682149e+00
1.413500000000000000e+06,1.777026267405826143e+00,1.775724539916477829e+00,1.775742708871528741e+00,1.776042166152799195e+00,1.775213105305267991e+00,1.774752107195319395e+00,1.775362518172999726e+00,1.775053141884672447e+00,1.773759023690723913e+00,1.773001855393809834e+00,1.774279587654622237e+00,1.773759724092209833e+00,1.774461210170350522e+00,1.774107445130847394e+00,1.770016151465265475e+00,1.796495416565028869e+00,1.796872292193294474e+00,1.795072538845531307e+00,1.793114701032737734e+00,1.794277953840867745e+00,1.795523702202627803e+00,1.797154288098527619e+00,1.798121912944449674e+00,1.801307169598830082e+00,1.802274455906162087e+00,1.803372543454808685e+00,1.801071763455837305e+00,1.797654453408196185e+00,1.796628706469651116e+00,1.794458472349713007e+00
1.414500000000000000e+06,1.722177744650364772e+00,1.719302605896874780e+00,1.718168078030035906e+00,1.718061163082563292e+00,1.716231107176235282e+00,1.716075398092972160e+00,1.716233210264883402e+00,1.715561973352785374e+00,1.713557131664373401e+00,1.713953147929905274e+00,1.715914607582592177e+00,1.714967513229031404e+00,1.716479654174564384e+00,1.716877625631253901e+00,1.712977060889034453e+00,1.709680838448800033e+00,1.709237727251225802e+00,1.707074819426854795e+00,1.705755840439140858e+00,1.707137616566940075e+00,1.708529583230906868e+00,1.709852208345755242e+00,1.711280482995846119e+00,1.714010828067916048e+00,1.715313448510363603e+00,1.716527200326639191e+00,1.713626690817221521e+00,1.709568260967085029e+00,1.709104318844541393e+00,1.706456796197590942e+00
