1.187300000000000000e+06,1.857626043212310535e-02
1.333000000000000000e+06,4.158491084559071127e-02
1.195100000000000000e+06,1.664731548590320936e-02
1.350000000000000000e+06,1.773834939349661077e-02
1.350140000000000000e+06,2.092653611084185905e-02
1.350080000000000000e+06,2.274361606139622613e-02
1.365000000000000000e+06,2.206064160563199483e-02
1.411300000000000000e+06,2.783063879830386528e-02
1.413500000000000000e+06,1.857911252406109839e-02
1.414500000000000000e+06,1.592643888306271086e-02
1.423000000000000000e+06,2.503889831099915739e-02
1.415000000000000000e+06,1.772644363645047363e-02
1.435000000000000000e+06,2.121776917651205935e-02
1.434025000000000000e+06,1.530119758351410758e-02
1.439500000000000000e+06,2.613703165185202529e-02
1.440000000000000000e+06,1.928240619028075836e-02
1.440400000000000000e+06,2.139345089753073165e-02
1.451800000000000000e+06,2.523864660292373871e-02
1.466500000000000000e+06,2.286656946056470074e-02
1.485500000000000000e+06,1.191651398237767064e-02
1.484100000000000000e+06,1.228904978494444432e-02
1.486000000000000000e+06,1.044331197879373556e-02
1.487000000000000000e+06,1.778882826034018302e-02
1.491000000000000000e+06,1.949100377521327879e-02
1.510000000000000000e+06,2.549206726355038310e-02
1.516500000000000000e+06,9.917888844653778915e-03
1.518862000000000000e+06,1.528374364777101632e-02
1.532000000000000000e+06,1.203517197381259729e-02
1.539000000000000000e+06,2.394149626031356198e-02
1.542810000000000000e+06,1.971713040059024785e-02
1.543000000000000000e+06,1.771726629736753572e-02
1.544500000000000000e+06,2.018746731295701508e-02
1.543500000000000000e+06,2.261101015446959767e-02
1.545600000000000000e+06,1.963468411149137463e-02
1.548500000000000000e+06,2.066282176020044214e-02
1.547700000000000000e+06,1.445141261130268237e-02
1.549500000000000000e+06,1.449495928024531130e-02
1.552000000000000000e+06,2.105132028236909522e-02
1.550000000000000000e+06,1.479391764451746388e-02
1.552500000000000000e+06,1.877785839955366243e-02
1.557500000000000000e+06,2.172834887185332714e-02
1.567500000000000000e+06,1.070128245407392202e-02
1.568000000000000000e+06,1.945239273095599949e-02
1.580000000000000000e+06,1.247489243485430666e-02
1.583500000000000000e+06,1.106281376497168963e-02
1.596500000000000000e+06,1.470328338882647898e-02
1.605500000000000000e+06,4.943954196299233349e-03
1.606500000000000000e+06,5.673281528816095584e-03
1.620500000000000000e+06,7.047304626568140148e-03
1.632900000000000000e+06,9.580675481039517549e-03
1.632000000000000000e+06,7.017231720644143828e-03
1.634500000000000000e+06,1.120745809484546482e-02
1.639500000000000000e+06,1.489629265156860137e-02
1.644000000000000000e+06,1.269669671650631472e-02
1.658500000000000000e+06,1.308998209284902708e-02
1.664000000000000000e+06,1.207219227071602841e-02
1.667500000000000000e+06,1.400863754326543004e-02
1.666500000000000000e+06,9.171228157191797792e-03
1.669000000000000000e+06,2.022871625208619295e-02
1.669520000000000000e+06,1.985339900931608337e-02
2.011400000000000000e+06,7.757639536977698619e-03
2.011460000000000000e+06,7.607816007077930140e-03
2.013000000000000000e+06,9.757874275493749056e-03
2.015700000000000000e+06,6.999211478054030364e-03
