1.187300000000000000e+06,1.401321086008119714e-02
1.333000000000000000e+06,1.691861362534090307e-02
1.195100000000000000e+06,1.735889562420139115e-02
1.350000000000000000e+06,7.720360827714266815e-03
1.350140000000000000e+06,8.206461025437702256e-03
1.350080000000000000e+06,1.106581768849345879e-02
1.365000000000000000e+06,1.320314317299966025e-02
1.411300000000000000e+06,1.156475084932413570e-02
1.413500000000000000e+06,8.516238448307362346e-03
1.414500000000000000e+06,9.681850640720471995e-03
1.423000000000000000e+06,7.947159135384074258e-03
1.415000000000000000e+06,8.408520773448809396e-03
1.435000000000000000e+06,1.045206543202313078e-02
1.434025000000000000e+06,1.167510388119553932e-02
1.439500000000000000e+06,1.728682112690199321e-02
1.440000000000000000e+06,8.802510438722876973e-03
1.440400000000000000e+06,1.067318968507986743e-02
1.451800000000000000e+06,1.288310750311168207e-02
1.466500000000000000e+06,1.821429431133131382e-02
1.485500000000000000e+06,1.140433887279014395e-02
1.484100000000000000e+06,9.412589275299192149e-03
1.486000000000000000e+06,1.277991272332543865e-02
1.487000000000000000e+06,2.154801663482307228e-02
1.491000000000000000e+06,6.465399419602707760e-03
1.510000000000000000e+06,1.400812272354084835e-02
1.516500000000000000e+06,8.535958968454607915e-03
1.518862000000000000e+06,1.403593428634354080e-02
1.532000000000000000e+06,5.921945281360583777e-03
1.539000000000000000e+06,4.812830743377420964e-03
1.542810000000000000e+06,1.894208299613440658e-02
1.543000000000000000e+06,1.238030153116779358e-02
1.544500000000000000e+06,1.557597275817840590e-02
1.543500000000000000e+06,1.536026963906248280e-02
1.545600000000000000e+06,1.128480710022907590e-02
1.548500000000000000e+06,1.490120697526564966e-02
1.547700000000000000e+06,6.667756498778718358e-03
1.549500000000000000e+06,1.269845052230579932e-02
1.552000000000000000e+06,5.846576505221398601e-03
1.550000000000000000e+06,1.183063211517786616e-02
1.552500000000000000e+06,7.257827465130860592e-03
1.557500000000000000e+06,1.358827243519906622e-02
1.567500000000000000e+06,6.674712752152443807e-03
1.568000000000000000e+06,9.941550947952342010e-03
1.580000000000000000e+06,1.190140726889813566e-02
1.583500000000000000e+06,7.708470220262908859e-03
1.596500000000000000e+06,2.166000264033923761e-02
1.605500000000000000e+06,2.406135936664767494e-02
1.606500000000000000e+06,3.338939733087933903e-02
1.620500000000000000e+06,8.987202659948699546e-03
1.632900000000000000e+06,6.484896754830053039e-03
