1.187300000000000000e+06,8.727006237066074062e-03
1.333000000000000000e+06,9.719316985053644969e-03
1.195100000000000000e+06,1.048766419805959894e-02
1.350000000000000000e+06,6.027349386263741032e-03
1.350140000000000000e+06,6.423885594169877200e-03
1.350080000000000000e+06,7.928824187261943046e-03
1.365000000000000000e+06,8.791202402559525342e-03
1.411300000000000000e+06,6.439348908282236869e-03
1.413500000000000000e+06,6.318984689264351903e-03
1.414500000000000000e+06,6.923062985209272463e-03
1.423000000000000000e+06,6.329884549173100255e-03
1.415000000000000000e+06,6.553231313616444086e-03
1.435000000000000000e+06,7.970663355440383083e-03
1.434025000000000000e+06,8.148642193905595785e-03
1.439500000000000000e+06,9.309280619737070328e-03
1.440000000000000000e+06,6.912709790584876599e-03
1.440400000000000000e+06,7.144292080098224931e-03
1.451800000000000000e+06,8.749740592743637801e-03
1.466500000000000000e+06,8.710947324665839486e-03
1.485500000000000000e+06,7.198567242687789469e-03
1.484100000000000000e+06,6.771074378295455914e-03
1.486000000000000000e+06,8.202339252542547102e-03
1.487000000000000000e+06,1.018625248372721954e-02
1.491000000000000000e+06,5.548728195389389731e-03
1.510000000000000000e+06,7.808232531088183867e-03
1.516500000000000000e+06,6.676273935738428512e-03
1.518862000000000000e+06,9.205472555928202044e-03
1.532000000000000000e+06,5.108990728108940213e-03
1.539000000000000000e+06,4.333654079515071762e-03
1.542810000000000000e+06,1.012482706727182817e-02
1.543000000000000000e+06,8.169933430750609543e-03
1.544500000000000000e+06,7.986891038843722812e-03
1.543500000000000000e+06,8.306979526294279784e-03
1.545600000000000000e+06,6.666789038856955202e-03
1.548500000000000000e+06,8.057500920143255418e-03
1.547700000000000000e+06,5.248560255082471843e-03
1.549500000000000000e+06,7.757038007458406242e-03
1.552000000000000000e+06,5.061474960153590150e-03
1.550000000000000000e+06,7.471695990084574641e-03
1.552500000000000000e+06,5.612342093997980605e-03
1.557500000000000000e+06,7.195298864576430559e-03
1.567500000000000000e+06,5.779393126860540159e-03
1.568000000000000000e+06,7.282125046498616125e-03
1.580000000000000000e+06,7.962567918284872009e-03
1.583500000000000000e+06,6.909302851958107339e-03
1.596500000000000000e+06,1.016355677466719218e-02
1.605500000000000000e+06,1.164435383958333306e-02
1.606500000000000000e+06,1.277263302161001091e-02
1.620500000000000000e+06,6.955485165066528988e-03
1.632900000000000000e+06,5.462894272861846222e-03
1.632000000000000000e+06,6.985859281461909848e-03
1.634500000000000000e+06,6.589557472882831210e-03
1.639500000000000000e+06,6.742956341857078706e-03
1.644000000000000000e+06,6.608629809103427899e-03
1.658500000000000000e+06,7.420026339861851908e-03
1.664000000000000000e+06,7.570228390717107132e-03
1.667500000000000000e+06,5.646797187355126479e-03
1.666500000000000000e+06,6.914193366792160782e-03
1.669000000000000000e+06,5.485566155576899333e-03
